Liste des candidats,Nuance,Voix,Elu(e),pourcentage_inscrits,pourcentage_exprimes,abstentions,circo,dep,reg
M. Raphaël PITTI,UG,19939,QUALIF T2,0.2573172620276688,0.36537051968042217,22261,9205,92,11
Mme Céline CALVEZ,ENS,17255,QUALIF T2,0.2226796407185629,0.31618778860954333,22261,9205,92,11
Mme Amélie PINÇON,UXD,7869,NON,0.10155120792896964,0.1441948251850766,22261,9205,92,11
Mme Sophie DESCHIENS,LR,6935,NON,0.08949772868056989,0.1270798211537052,22261,9205,92,11
Mme Hayat BAKHTI,UDI,891,NON,0.011498554614908115,0.016327054166972072,22261,9205,92,11
Mme Josette BOTET,REC,571,NON,0.007368882923807558,0.010463241222604999,22261,9205,92,11
M. Benjamin DEWHURST,DIV,542,NON,0.006994631426801569,0.009931833174521733,22261,9205,92,11
Mme Mireille LAMBERT,EXG,343,NON,0.00442649184389841,0.006285274499743458,22261,9205,92,11
Mme Alexandra RIU,DVC,227,NON,0.002929485855874458,0.004159642307410394,22261,9205,92,11
Mme Elsa FAUCILLON,UG,26225,OUI,0.38726778699902537,0.6482511432455815,26255,9201,92,11
Mme Mariam CAMARA,RN,5464,NON,0.0806875572225996,0.1350636509702138,26255,9201,92,11
M. Frédéric SARKIS,ENS,5369,NON,0.07928468058714079,0.13271536274873316,26255,9201,92,11
Mme Diane DE LONGUEVILLE,LR,1752,NON,0.025871998582356243,0.04330737856878013,26255,9201,92,11
M. Nicolas FEGEANT,UDI,596,NON,0.008801204997194247,0.014732418736868124,26255,9201,92,11
Mme Zina BOUNAB,EXG,368,NON,0.005434301072093092,0.009096527005314547,26255,9201,92,11
Mme Marie-Laure DECAILLET,REC,346,NON,0.005109424377565787,0.008552712890866395,26255,9201,92,11
Mme Armelle PERTUS,EXG,218,NON,0.0032192327003160164,0.005388703497713509,26255,9201,92,11
Mme Marine MASSONNEAU,DVC,117,NON,0.001727753329986119,0.0028921023359288096,26255,9201,92,11
Mme Constance LE GRIP,ENS,22627,QUALIF T2,0.29598283778303924,0.4014299400347727,19223,9206,92,11
M. Geoffroy DIDIER,LR,11217,QUALIF T2,0.14672910643975565,0.19900294503778873,19223,9206,92,11
Mme Sihame MUSCIANISI,UG,10857,QUALIF T2,0.14201996154198335,0.19261611609835716,19223,9206,92,11
M. Alexis PANY,UXD,9512,NON,0.124426072965584,0.16875421353298087,19223,9206,92,11
M. Jean MESSIHA,REC,1776,NON,0.023231781495676743,0.031508356101195754,19223,9206,92,11
Mme Françoise MARCEL,EXG,352,NON,0.004604497233377373,0.006244899407444204,19223,9206,92,11
M. François-Xavier DEROCHE,DVC,25,NON,0.0003270239512341884,0.00044352978746052584,19223,9206,92,11
M. Pierre CAZENEUVE,ENS,34053,OUI,0.38548093141194717,0.5320282473518108,22831,9207,92,11
M. Lucas PEYRET,UG,14749,NON,0.16695910073693385,0.2304315220448083,22831,9207,92,11
Mme Christine PASTOR,RN,12057,NON,0.13648558394367155,0.18837296503452802,22831,9207,92,11
Mme Charlotte RICHARD,ECO,1633,NON,0.01848560658372859,0.025513233134393652,22831,9207,92,11
M. Rémi CARILLON,REC,1083,NON,0.012259590894169054,0.016920288722932227,22831,9207,92,11
Mme Cécile ABAD,EXG,431,NON,0.004878932294909383,0.006733743711527044,22831,9207,92,11
Mme Sabrina SEBAIHI,UG,26373,QUALIF T2,0.3252793606157034,0.49132775676733054,26195,9204,92,11
Mme Isabelle DE CRECY,ENS,15899,QUALIF T2,0.19609511828116136,0.29619762654395737,26195,9204,92,11
Mme Melina BRAVO,RN,8185,NON,0.10095216951577493,0.15248616725972017,26195,9204,92,11
Mme Aurélie VONSY,ECO,1086,NON,0.013394508991341671,0.020232129217355663,26195,9204,92,11
M. Régis VALETTE,REC,758,NON,0.009349021929499988,0.014121504555023567,26195,9204,92,11
M. Laurent STRUMANNE,EXG,425,NON,0.005241865857569254,0.007917730126497383,26195,9204,92,11
Mme Mathilde EISENBERG,EXG,391,NON,0.004822516588963714,0.007284311716377592,26195,9204,92,11
M. Valéry BARNY,DVG,297,NON,0.003663139199289573,0.005533096111928759,26195,9204,92,11
M. Sean Phillip MC COY,DVG,263,NON,0.003243789930684033,0.004899677701808968,26195,9204,92,11
M. Bastien LACHAUD,UG,25777,OUI,0.42380349538825773,0.7167843835159334,24086,9306,93,11
Mme Nathalie SACK,UDI,5014,NON,0.08243592062213308,0.13942494855680995,24086,9306,93,11
Mme Nacéra SALHAOUI,RN,4175,NON,0.06864179668875262,0.11609476669818142,24086,9306,93,11
Mme Nathalie ARTHAUD,EXG,996,NON,0.01637538431185571,0.027695901229075136,24086,9306,93,11
Mme Nadège ABOMANGOLI,UG,21282,OUI,0.3130488504479061,0.5260009886307464,26608,9310,93,11
Mme Monique TROVA,RN,7409,NON,0.10898312813497492,0.18311913000494315,26608,9310,93,11
M. Alain RAMADIER,LR,7129,NON,0.10486445140696939,0.17619871478002966,26608,9310,93,11
M. Martial MEYONGO AMOUGOU,ENS,3321,NON,0.04885044790609417,0.08208106772120613,26608,9310,93,11
M. Gaëtan MINARDI,EXG,563,NON,0.008281482135239692,0.013914977755808206,26608,9310,93,11
M. Praince Germain LOUBOTA,REC,381,NON,0.005604342262036098,0.009416707859614433,26608,9310,93,11
M. Ahmed EL OUAFI,DIV,291,NON,0.004280481885177176,0.007192288680177954,26608,9310,93,11
Mme Amèle BENTAHAR,DIV,84,NON,0.0012356030184016592,0.0020761245674740486,26608,9310,93,11
M. Alexis CORBIÈRE,DVG,21802,QUALIF T2,0.2612363252932648,0.4018653690186537,28114,9307,93,11
Mme Sabrina ALI-BENALI,UG,19740,QUALIF T2,0.23652899097738955,0.3638575536385755,28114,9307,93,11
Mme Pauline BRETEAU,ENS,5458,NON,0.06539894796122554,0.10060458600604585,28114,9307,93,11
Mme Françoise TROVA,RN,5254,NON,0.06295457541009142,0.09684435596844355,28114,9307,93,11
M. Antoine TOCHE,DVD,713,NON,0.008543321710581498,0.013142372631423727,28114,9307,93,11
M. Eric VERHAEGHE,DVC,518,NON,0.0062067891249385915,0.009548035095480351,28114,9307,93,11
Mme Aurélie JOCHAUD,EXG,344,NON,0.004121883125441844,0.0063407800634078006,28114,9307,93,11
M. Yannick DUTERTE,EXG,180,NON,0.002156799309824221,0.0033178500331785005,28114,9307,93,11
Mme Elsa CAUDRON,EXG,165,NON,0.0019770660340055358,0.0030413625304136255,28114,9307,93,11
M. Sebastien ATLANI,DIV,78,NON,0.0009346130342571624,0.00143773501437735,28114,9307,93,11
Mme Soumya BOUROUAHA,UG,15760,QUALIF T2,0.2336996011091834,0.4452103166756123,30936,9304,93,11
M. Mohamed AWAD,FI,8462,QUALIF T2,0.12548007770215164,0.23904630074295885,30936,9304,93,11
Mme Colette LÉVÊQUE,RN,5839,NON,0.08658451591856103,0.1649481623774683,30936,9304,93,11
M. Hamza RABEHI,ENS,2429,NON,0.036018802734403964,0.06861775756377299,30936,9304,93,11
M. Micaël VAZ,LR,1982,NON,0.0293903939973605,0.0559902822113619,30936,9304,93,11
Mme Marlène LEY,EXG,344,NON,0.00510105728309385,0.009717788638097122,30936,9304,93,11
M. Amirdine FAROUK,DIV,335,NON,0.004967599389059418,0.009463544167914348,30936,9304,93,11
Mme Sonia ATTIG,DVG,105,NON,0.0015570087637350415,0.002966185485465691,30936,9304,93,11
M. Omar MIRALI,DIV,102,NON,0.0015125227990568976,0.0028814373287381,30936,9304,93,11
M. Matthieu BELIN,EXG,25,NON,0.00037071637231786707,0.0007062346393965931,30936,9304,93,11
Mme Virginie POTTIER,DVD,16,NON,0.00023725847828343492,0.0004519901692138196,30936,9304,93,11
M. Aly DIOUARA,UG,12141,QUALIF T2,0.1842113248771014,0.33104294478527607,28268,9305,93,11
Mme Aude LAGARDE,UDI,9006,QUALIF T2,0.136645020331371,0.24556237218813906,28268,9305,93,11
Mme Raquel GARRIDO,DVG,8672,QUALIF T2,0.13157735024579717,0.23645535105657806,28268,9305,93,11
M. Eric KOZELKO,RN,6382,NON,0.09683194756327002,0.1740149965916837,28268,9305,93,11
M. Rodolphe FEGER,EXG,359,NON,0.005446986708745524,0.009788684389911383,28268,9305,93,11
M. Markeins PIERRE,DVG,115,NON,0.001744856466589792,0.0031356509884117247,28268,9305,93,11
Mme Tatiana BOUTIGNON,DIV,0,NON,0.0,0.0,28268,9305,93,11
Mme Hélène BALLOUHEY,EXG,0,NON,0.0,0.0,28268,9305,93,11
Mme Aurélie TROUVÉ,UG,29935,OUI,0.3927086203051412,0.6319267062126618,27841,9309,93,11
Mme Clara BOURASSIN,RN,7156,NON,0.09387749747464809,0.1510628865761753,27841,9309,93,11
Mme Manon CHAUMETTE,ENS,7119,NON,0.09339210515958912,0.15028181798990944,27841,9309,93,11
M. Robenson PIERRE,LR,2073,NON,0.02719508835452005,0.04376095079267907,27841,9309,93,11
M. Jean-Paul BUROT,EXG,681,NON,0.008933842339328585,0.014375883979649997,27841,9309,93,11
Mme Christel KEISER,EXG,407,NON,0.005339315465648655,0.008591754448924448,27841,9309,93,11
M. Jérôme LEGAVRE,UG,17566,QUALIF T2,0.26465182149636907,0.4511390194416622,26527,9312,93,11
M. Jean-François PERIER,RN,10140,QUALIF T2,0.1527706632114985,0.2604206795592881,26527,9312,93,11
M. Xavier LEMOINE,DVD,5016,NON,0.0755717600265164,0.12882348408968333,26527,9312,93,11
Mme Virginie ROITMAN,ENS,4893,NON,0.0737186247627083,0.12566453501810618,26527,9312,93,11
M. Francis DIJOS,REC,546,NON,0.008226112634465302,0.014022651976269358,26527,9312,93,11
Mme Amal AISSAOUI,EXG,503,NON,0.007578268599150269,0.012918303926856204,26527,9312,93,11
M. Dominique VINCENOT,EXG,273,NON,0.004113056317232651,0.007011325988134679,26527,9312,93,11
M. Serjan KIRMA,DIV,0,NON,0.0,0.0,26527,9312,93,11
M. Didier MARTINOT,EXG,0,NON,0.0,0.0,26527,9312,93,11
M. Éric COQUEREL,UG,27298,OUI,0.3904399565192517,0.6527967094722242,27325,9301,93,11
M. Jean-Pierre MONFILS,ENS,6185,NON,0.08846329881572172,0.14790635387521822,27325,9301,93,11
M. Julien GRAZIOLI,RN,4803,NON,0.06869672178042222,0.11485759380156396,27325,9301,93,11
M. François PEGUILLET,LR,1208,NON,0.017277876308713313,0.02888777291532152,27325,9301,93,11
Mme Gersende LE MAIRE,ECO,878,NON,0.012557926654842955,0.02099624554606978,27325,9301,93,11
M. Nabil BOUARD,DVD,618,NON,0.008839178442702671,0.01477867852787144,27325,9301,93,11
M. Alain AUBRY,EXG,543,NON,0.007766462612277591,0.012985149580314227,27325,9301,93,11
M. Paul UHALDE,EXG,204,NON,0.002917787058756222,0.004878398737355621,27325,9301,93,11
M. Emmanuel BILONGO MAMBWENI,DIV,62,NON,0.0008867784198180674,0.0014826505966472965,27325,9301,93,11
Mme Gaëll FALISZ,EXG,18,NON,0.00025745179930201955,0.00043044694741373125,27325,9301,93,11
Mme Fatiha KELOUA HACHI,UG,19193,QUALIF T2,0.3060303590790229,0.4929624492731289,22608,9308,93,11
M. Sébastien JOLIVET,RN,9291,QUALIF T2,0.14814401428662544,0.2386346124210202,22608,9308,93,11
M. Didier FORT,DVD,5350,NON,0.08530518527967344,0.13741203061591412,22608,9308,93,11
M. Franck YONBOUE,LR,3844,NON,0.06129217424580649,0.09873118610982688,22608,9308,93,11
M. Sylvio VALENTE,REC,634,NON,0.010109063078002424,0.01628396774027842,22608,9308,93,11
M. Grégory TOBEILEM,EXG,509,NON,0.008115951272402576,0.013073406277289772,22608,9308,93,11
M. Ntela BARDAI,EXD,86,NON,0.0013712609222526946,0.0022088662865361896,22608,9308,93,11
Mme Hélène DUPUY,EXG,27,NON,0.0004305121500095669,0.0006934812760055479,22608,9308,93,11
M. Thomas PORTES,UG,20648,QUALIF T2,0.26650145847853585,0.4168197508932717,26770,9303,93,11
M. Denis CRETIN-GIELLY,RN,10539,QUALIF T2,0.13602571052427787,0.21275006560752568,26770,9303,93,11
M. Eric ALLEMON,DVD,5681,NON,0.07332404037275098,0.11468195490239619,26770,9303,93,11
M. Patrice ANATO,DVC,5521,NON,0.07125893802111567,0.11145204594545491,26770,9303,93,11
Mme Stéphanie RICHARD,DVC,2710,NON,0.03497767108082294,0.05470658295819287,26770,9303,93,11
Mme Djénéba DIABY,DVC,2452,NON,0.031647693538811014,0.049498354765125055,26770,9303,93,11
M. Maxence BUTTEY,DVD,1146,NON,0.014791295593587857,0.02313422290409189,26770,9303,93,11
Mme Maëlle GAUCHERAND,EXG,451,NON,0.00582100725367201,0.009104305872378222,26770,9303,93,11
Mme Sarah Astrid DACKO,DIV,388,NON,0.005007873202715609,0.007832529220582595,26770,9303,93,11
M. Gaspard NICOLLE,EXG,1,NON,1.2906889697720644e-05,2.0186930980882978e-05,26770,9303,93,11
M. Stéphane PEU,UG,22055,OUI,0.3877324988572835,0.7180296913660633,25456,9302,93,11
M. Luc COLOMAS,RN,3628,NON,0.06378116099996484,0.11811433780440161,25456,9302,93,11
Mme Samantha UK,ENS,2282,NON,0.040118139305931576,0.07429352780309936,25456,9302,93,11
M. Anasse KAZIB,EXG,1128,NON,0.019830526352800533,0.03672353170985805,25456,9302,93,11
M. Louis-Auxile MAILLARD,LR,798,NON,0.014029042579374847,0.025979945305378303,25456,9302,93,11
Mme Agnès RENAUD,EXG,491,NON,0.00863190464470307,0.015985154316968356,25456,9302,93,11
Mme Maki Théa MARQUAND,ECO,334,NON,0.005871804788861151,0.01087381169423102,25456,9302,93,11
Mme Clémentine AUTAIN,UG,22209,OUI,0.34370212173267095,0.6264526683967054,28289,9311,93,11
Mme Renée JOLY,RN,6694,NON,0.10359502917188974,0.1888186844183685,28289,9311,93,11
Mme Fayza BASINI,ENS,3702,NON,0.057291424857235713,0.10442288164278461,28289,9311,93,11
M. Max MARAN,LR,1658,NON,0.025658882337465373,0.046767460227913796,28289,9311,93,11
Mme Kahina NÄIT-KACI,DVD,801,NON,0.01239611866846186,0.022593929820602505,28289,9311,93,11
Mme Charlotte SÉCHET,EXG,388,NON,0.006004611789467168,0.010944375493625183,28289,9311,93,11
M. Lucien BELZANE,EXG,0,NON,0.0,0.0,28289,9311,93,11
M. Louis BOYARD,UG,19290,QUALIF T2,0.25937180659387943,0.4217315260166157,26998,9403,94,11
M. Arnaud BARBOTIN,UXD,12491,QUALIF T2,0.16795299306190503,0.27308701355487536,26998,9403,94,11
M. Loïc SIGNOR,ENS,10871,QUALIF T2,0.14617060183940192,0.23766943594228246,26998,9403,94,11
Mme Géraldine TELLE,DVC,870,NON,0.011697950841714624,0.019020550940096196,26998,9403,94,11
M. Lucien NOAILE,EXG,651,NON,0.008753294250524391,0.014232619151727154,26998,9403,94,11
Mme Frédérique PONCET,REC,650,NON,0.008739848330016673,0.014210756449497158,26998,9403,94,11
M. Noël AGOSSA,DVC,602,NON,0.008094444145646211,0.013161346742457367,26998,9403,94,11
M. Emmanuelly GOUGOUGNAN-ZADIGUE,DSV,315,NON,0.004235464959931157,0.006886751202448623,26998,9403,94,11
Mme Isabelle SANTIAGO,UG,19548,OUI,0.3590412342731197,0.5809212481426449,20042,9409,94,11
Mme Wenqi CUI,RN,6083,NON,0.1117274313527413,0.18077265973254086,20042,9409,94,11
Mme Noémie AMIROU,ENS,4964,NON,0.09117457985122601,0.147518573551263,20042,9409,94,11
M. Jérôme AUBERTIN,LR,1353,NON,0.02485076682890991,0.04020802377414562,20042,9409,94,11
M. Christophe JAUBERT,ECO,730,NON,0.013408026448709707,0.021693907875185735,20042,9409,94,11
Mme Marie VIEIRA,EXG,353,NON,0.006483607310129489,0.010490341753343239,20042,9409,94,11
M. Ambroise RAMASSAMY,REC,353,NON,0.006483607310129489,0.010490341753343239,20042,9409,94,11
Mme Véronique DUCANDAS,EXG,184,NON,0.0033795573514555973,0.005468053491827637,20042,9409,94,11
Mme Sophie ORTOLE,EXD,82,NON,0.0015061070805399944,0.002436849925705795,20042,9409,94,11
M. Luc CHEVALLIER,EXG,0,NON,0.0,0.0,20042,9409,94,11
Mme Sophie TAILLÉ-POLIAN,UG,24447,OUI,0.3700726612170754,0.5735770259490404,22634,9411,94,11
Mme Nathalie PICOT,ENS,8494,NON,0.1285800787163185,0.19928675331988174,22634,9411,94,11
Mme Sylvie BOUCHOT,RN,6093,NON,0.09223433242506812,0.14295434282764768,22634,9411,94,11
M. Cédric RIVET-SOW,DVD,1504,NON,0.022767181350287616,0.03528694101637652,22634,9411,94,11
M. Charles MARIAUD,UDI,1167,NON,0.017665758401453225,0.027380226174276195,22634,9411,94,11
Mme Lydie COUSTY,REC,452,NON,0.006842264607932183,0.010604851954389751,22634,9411,94,11
Mme Christine SAMSON,EXG,319,NON,0.004828943384801695,0.007484397728872413,22634,9411,94,11
M. Sébastien SUGRANES,EXG,146,NON,0.0022101120193763245,0.0034254610295152738,22634,9411,94,11
M. Lyes LOUFFOK,UG,19974,QUALIF T2,0.23241796602280662,0.33030708934861336,24528,9401,94,11
M. Sylvain BERRIOS,DVD,16916,QUALIF T2,0.1968350011636025,0.2797373947842768,24528,9401,94,11
M. Frédéric DESCROZAILLE,ENS,11232,QUALIF T2,0.1306958343030021,0.18574192588182764,24528,9401,94,11
Mme Anne-Gaëlle SABOURIN,RN,11100,QUALIF T2,0.12915987898533862,0.18355906136825917,24528,9401,94,11
M. Ludovic MOREL,REC,682,NON,0.007935769141261345,0.01127813332010385,24528,9401,94,11
Mme Valérie DE PIERREPONT,EXG,567,NON,0.006597626250872702,0.009376395296919185,24528,9401,94,11
Mme Hélène CAVAT,EXG,0,NON,0.0,0.0,24528,9401,94,11
M. Mathieu LEFEVRE,ENS,23416,QUALIF T2,0.25542683858018633,0.3852202809857533,29497,9405,94,11
M. Julien LEGER,UG,22657,QUALIF T2,0.24714750092719856,0.3727338531898792,29497,9405,94,11
Mme Isabelle HUGUENIN-RICHARD,RN,12401,QUALIF T2,0.13527281453847328,0.2040107919586747,29497,9405,94,11
Mme Simone BENOUADAH,REC,853,NON,0.009304710168641055,0.01403283650840654,29497,9405,94,11
Mme Catherine MOLINARI,DVC,717,NON,0.007821192486419269,0.01179547922218932,29497,9405,94,11
M. François JOSLIN,EXG,563,NON,0.006141326875668128,0.009262001118678644,29497,9405,94,11
Mme Maeva Sara ANGELE,DVC,179,NON,0.0019525710670419093,0.002944757016418254,29497,9405,94,11
M. Michel HERBILLON,LR,24722,QUALIF T2,0.32089823468328144,0.44130667618707603,20262,9408,94,11
M. Joao MARTINS PEREIRA,UG,20658,QUALIF T2,0.26814641744548284,0.36876115672973936,20262,9408,94,11
M. Raphaël TURPIN,RN,9085,NON,0.1179257528556594,0.16217422349161015,20262,9408,94,11
M. Olivier BUCLIN,REC,1009,NON,0.013097092419522326,0.018011424491253123,20262,9408,94,11
Mme Amandine CHEYNS,EXG,546,NON,0.007087227414330218,0.009746519100321314,20262,9408,94,11
M. Adel AMARA,UG,16505,QUALIF T2,0.22041050705767665,0.3301726379803557,23671,9404,94,11
Mme Maud PETIT,ENS,15287,QUALIF T2,0.20414513307426252,0.30580727760107224,23671,9404,94,11
M. Alain PHILIPPET,RN,13474,QUALIF T2,0.17993403042078976,0.26953929864570203,23671,9404,94,11
M. Bernard CHAUSSEGROS,DVD,1292,NON,0.017253582254984443,0.025845686050931203,23671,9404,94,11
Mme Marie-Odile PERRU,DVC,820,NON,0.010950415982265668,0.016403608793934665,23671,9404,94,11
Mme Soraya BENSLIMANE,DSV,624,NON,0.008332999479187532,0.012482746204164917,23671,9404,94,11
M. Michaël BOHBOT,REC,594,NON,0.007932374504226593,0.011882614175118525,23671,9404,94,11
Mme Brigitte MOULIN,EXG,557,NON,0.007438270368441436,0.011142451339294646,23671,9404,94,11
M. Maxence SOBRAL,DVD,543,NON,0.007251312046792997,0.010862389725739663,23671,9404,94,11
M. Jean DAMBREVILLE,DVG,293,NON,0.003912770588785171,0.005861289483686411,23671,9404,94,11
Mme Rachel KEKE,UG,18736,QUALIF T2,0.280521036083246,0.4364619004356233,22869,9407,94,11
M. Vincent JEANBRUN,LR,14869,QUALIF T2,0.22262314717772122,0.34637873599366364,22869,9407,94,11
M. Claude LEDION,RN,8111,NON,0.12144033537954783,0.18894868031774872,22869,9407,94,11
Mme Claire MAURY,EXG,623,NON,0.009327743674202724,0.01451301045961749,22869,9407,94,11
Mme Florence DE LA RUELLE,REC,493,NON,0.0073813445126515945,0.011484613413469378,22869,9407,94,11
Mme Rachel CASTIN,EXD,95,NON,0.0014223686180565953,0.0022130593798774666,22869,9407,94,11
Mme Clémence GUETTÉ,UG,22494,OUI,0.3440659559172186,0.5500293427230047,23503,9402,94,11
M. Antoine GHAYE,RN,7153,NON,0.10941156675895193,0.1749070813771518,23503,9402,94,11
M. Mehmet CEYLAN,ENS,6559,NON,0.10032580265230892,0.16038243348982786,23503,9402,94,11
M. Michel SASPORTAS,LR,2103,NON,0.032167275953316914,0.0514231220657277,23503,9402,94,11
Mme Patricia FOFFÉ,ECO,1236,NON,0.018905731373418787,0.03022300469483568,23503,9402,94,11
Mme Sabrina PRUVOT,EXG,546,NON,0.008351560946510241,0.01335093896713615,23503,9402,94,11
M. Gérard CRUZILLE,REC,514,NON,0.007862092173088395,0.01256846635367762,23503,9402,94,11
Mme Manon HALLER,EXG,291,NON,0.004451106658304909,0.007115610328638498,23503,9402,94,11
Mme Clémence BOUTARIN,EXG,0,NON,0.0,0.0,23503,9402,94,11
Mme May BOUHADA,UG,24417,QUALIF T2,0.2962113767878589,0.40629315939231575,21439,9406,94,11
M. Guillaume GOUFFIER VALENTE,ENS,22464,QUALIF T2,0.2725188339338356,0.3737956969565869,21439,9406,94,11
Mme Martina GABELICA,RN,8347,NON,0.10126044813237738,0.13889212439888846,21439,9406,94,11
M. Victor GAONACH,DVD,2325,NON,0.028205408159551627,0.03868745528062965,21439,9406,94,11
M. Rémy LONGETTI,REC,1099,NON,0.013332362824665479,0.018287102517596552,21439,9406,94,11
M. Tony RENAULT,ECO,979,NON,0.011876599822882168,0.0162903306321447,21439,9406,94,11
Mme Véronique HUNAUT,EXG,290,NON,0.0035180939209763316,0.0048255320565086446,21439,9406,94,11
Mme Murielle MORAND,EXG,176,NON,0.0021351190692821876,0.002928598765329384,21439,9406,94,11
Mme Mathilde PANOT,UG,25536,OUI,0.3832622921294351,0.5926888708367181,22498,9410,94,11
Mme Shannon SEBAN,ENS,7977,NON,0.11972444017530168,0.18514564233491934,22498,9410,94,11
Mme Elise LIN,RN,6408,NON,0.09617578195353305,0.14872925612162005,22498,9410,94,11
Mme Coralie BARBERON,ECO,1788,NON,0.02683556462748394,0.041499361726819076,22498,9410,94,11
Mme Christine LICHTENAUER,EXG,491,NON,0.007369274179023833,0.011396077521179064,22498,9410,94,11
Mme Charlotte SEVESTRE,REC,469,NON,0.0070390826679474095,0.010885458976441918,22498,9410,94,11
Mme Selma LABIB,EXG,212,NON,0.003181845470372816,0.004920505976557967,22498,9410,94,11
M. Farid AÏSSAOUI,DIV,204,NON,0.0030617758299813893,0.004734826505744459,22498,9410,94,11
Mme Anne SICARD,RN,18823,QUALIF T2,0.2240406589221101,0.33647950519297115,26542,9501,95,11
M. Maximillien JULES-ARTHUR,UG,17230,QUALIF T2,0.2050799847648067,0.30800307466795374,26542,9501,95,11
Mme Émilie CHANDLER,ENS,14244,QUALIF T2,0.16953913540278043,0.25462540891296187,26542,9501,95,11
M. Michel RICHARD,LR,3468,NON,0.04127785183774519,0.061993886416045474,26542,9501,95,11
Mme Barbara GÉHAN,EXG,826,NON,0.009831460674157303,0.014765556568527556,26542,9501,95,11
M. Lionel LESSAINT,DSV,755,NON,0.008986383545991239,0.013496362238787293,26542,9501,95,11
Mme Laure DE GARILS,REC,574,NON,0.0068320319939059225,0.010260810496773387,26542,9501,95,11
M. Sami LAH,DIV,21,NON,0.0002499523900209484,0.00037539550597951414,26542,9501,95,11
